timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-08-22T01:01:02,codecarbon,a0dff177-59f1-40b3-a3f4-0c8a3c4853a1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,14.537422599999445,4.883835298304184e-06,3.359491866394783e-07,2.4134298835915478,0.0,10.0,2.0946688334e-05,0.0,1.8694831944443045e-05,3.9641520278443045e-05,0.0,Latvia,LVA,riga,,,Windows-11-10.0.26200-SP0,3.13.14,3.3.0,8,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,0,,24.1059,56.946,15.778663635253906,machine,0.0,0,73.83333333333333,11.649134318033854,N,1.0,0.0
